140607	86.450433	8.1	954
105864	11.545966	5.91	154
347969	11.384919	5.07	67
281957	10.940231	5.51	53
312221	10.238676	6.71	114
227973	9.665239	5.73	71
273248	9.491895	5.6	59
205775	9.358682	5.35	115
309809	6.16674	7.39	101
365348	5.34886	2	3
257088	5.216949	4.69	21
258480	5.077671	6.37	35
274479	4.781439	3.73	22
287903	4.47697	5.65	61
274167	4.178982	2.64	18
321741	3.945262	6.68	11
258509	3.764311	4.76	52
370665	3.505805	5.5	3
299824	3.500435	4	7
266294	3.474158	6.08	20
318846	3.076677	7.63	8
366018	3.076192	3.5	7
314388	3.06918	4.2	5
362045	3.016187	6.08	6
372631	2.969701	6.5	1
270774	2.924596	0	0
361403	2.76073	9	1
371827	2.732422	0	0
371822	2.713421	0	0
369054	2.708325	6.5	2
373321	2.69556	5.17	3
293646	2.67576	4.81	105
367778	2.665432	0	0
369819	2.65684	0	0
359538	2.636973	0	0
371029	2.622249	0	0
366566	2.613815	7.5	1
373534	2.605034	0	0
373558	2.58359	8.5	3
357940	2.582313	0	0
367778	2.665432	0	0
369819	2.65684	0	0
359538	2.636973	0	0
371029	2.622249	0	0
366566	2.613815	7.5	1
373534	2.605034	0	0
373558	2.58359	8.5	3
357940	2.582313	0	0
373951	2.5719	0	0
365966	2.555584	0	0
369823	2.540371	0	0
373976	2.5219	0	0
364877	2.487768	0	0
373784	2.4781	0	0
373786	2.47795	0	0
373778	2.47795	0	0
370687	2.475878	7	2
370729	2.467012	2.25	2
372272	2.390236	0	0
336587	2.379403	0	0
306819	2.37865	4.19	18
364067	2.375771	5.93	29
373785	2.33492	0	0
78850	2.330832	0	0
370646	2.286356	9.5	2
373798	2.28492	0	0
364023	2.263329	0	0
371624	2.254105	0	0
373536	2.250064	4.5	1
315056	2.245032	0	0
287861	2.236869	0	0
371759	2.222129	0	0
362090	2.210527	10	1
296100	2.210133	5.35	60
373352	2.20862	0	0
363978	2.20339	0	0
369376	2.197254	0	0
287982	2.183862	0	0
320912	2.164204	0	0
373196	2.157625	0	0
367544	2.151029	0	0
369214	2.1351	0	0
330419	2.132902	0	0
280154	2.12149	0	0
330406	2.107414	0	0
373398	2.096529	0	0
366148	2.055754	0	0
373572	2.02772	0	0
373638	2.02766	0	0
371736	2.022736	6	1
373564	2.01955	0	0
364565	1.988179	0	0
371828	1.969059	0	0
367551	1.957965	4.17	3
371758	1.935369	0	0
348634	1.933923	4.25	8
372981	1.914433	0	0
290751	1.904495	6.02	22
372836	1.897429	4	1
291270	1.893948	5.27	11
370606	1.585048	8	1
323694	1.579759	5	4
369052	1.572335	4.75	2
371718	1.57022	5	3
367546	1.566105	6	2
373057	1.5651	0	0
347669	1.552532	0	0
334304	1.549579	6.83	3
373840	1.53867	0	0
369061	1.538428	0.83	3
309425	1.536264	7.26	17
174751	1.529576	3.28	20
373312	1.524059	0	0
366631	1.523179	7.25	2
364690	1.508866	1.33	3
371307	1.508063	6.88	4
360080	1.507466	0	0
373162	1.50625	6	2
370455	1.502833	8	3
337260	1.499639	9.5	2
373050	1.4996	0	0
280115	1.499178	0	0
372473	1.495313	0	0
371442	1.494293	6.67	6
373054	1.48595	0	0
271404	1.478948	2.64	11
373059	1.478747	0	0
345637	1.476853	5.38	4
360603	1.474056	8	3
370416	1.472551	0	0
368256	1.468016	3.93	7
372717	1.464158	0	0
339543	1.447216	6.5	1
371533	1.44677	7.5	1
371440	1.445371	0	0
364005	1.443377	0	0
370783	1.440486	0	0
371476	1.430251	0	0
373879	1.4289	0	0
373053	1.42875	0	0
347669	1.552532	0	0
334304	1.549579	6.83	3
373840	1.53867	0	0
369061	1.538428	0.83	3
309425	1.536264	7.26	17
174751	1.529576	3.28	20
373312	1.524059	0	0
366631	1.523179	7.25	2
364690	1.508866	1.33	3
371307	1.508063	6.88	4
360080	1.507466	0	0
373162	1.50625	6	2
370455	1.502833	8	3
373050	1.4996	0	0
280115	1.499178	0	0
372473	1.495313	0	0
371442	1.494293	6.67	6
373054	1.48595	0	0
271404	1.478948	2.64	11
373059	1.478747	0	0
373054	1.48595	0	0
370787	1.484267	0	0
364468	1.482829	0	0
271404	1.478948	2.64	11
373059	1.478747	0	0
345637	1.476853	5.38	4
360603	1.474056	8	3
370416	1.472551	0	0
366654	1.469289	0	0
372717	1.464158	0	0
352084	1.456125	0	0
339543	1.447216	6.5	1
371533	1.44677	7.5	1
371440	1.445371	0	0
364005	1.443377	0	0
370783	1.440486	0	0
369772	1.434167	0	0
345469	1.432823	0	0
371476	1.430251	0	0
373879	1.4289	0	0
373053	1.42875	0	0
372713	1.423236	0	0
373153	1.416364	0	0
372572	1.415895	7	1
373462	1.41528	0	0
369060	1.412084	0	0
369689	1.411248	0	0
371347	1.409145	8.83	3
333387	1.408925	4.08	6
352342	1.407836	8	1
369059	1.407475	0	0
367536	1.405403	5	2
300153	1.403018	5.81	21
369820	1.402258	8	3
372115	1.401472	0	0
372509	1.400856	0	0
371573	1.399911	0	0
336888	1.396986	0	0
366622	1.391332	9	1
277713	1.38935	6	2
353311	1.322425	0.5	1
373311	1.319252	0	0
350849	1.317979	10	2
372692	1.317958	0	0
370676	1.316806	6.17	3
355138	1.316186	10	1
345470	1.313623	6	1
372683	1.313427	0	0
345454	1.312675	0	0
362141	1.310281	0	0
291356	1.308712	0	0
369058	1.307213	7	1
363152	1.304963	8.5	2
363478	1.304053	6	1
369064	1.302719	0	0
372477	1.299019	0	0
367523	1.29887	0	0
368342	1.297824	6.5	1
371889	1.293658	10	1
284271	1.292215	0	0
373758	1.3488	0	0
367538	1.343907	6	1
157443	1.34361	10	1
352025	1.338082	6.2	5
372689	1.336968	0	0
366885	1.336792	10	1
371874	1.336591	0	0
373960	1.3349	0	0
283591	1.333187	0	0
371804	1.332346	0	0
372337	1.330781	0	0
293413	1.330284	0.5	2
373901	1.325	0	0
369306	1.324975	0	0
372865	1.324647	0	0
373477	1.323431	0	0
353311	1.322425	0.5	1
373311	1.319252	0	0
350849	1.317979	10	2
372692	1.317958	0	0
370676	1.316806	6.17	3
355138	1.316186	10	1
345470	1.313623	6	1
372683	1.313427	0	0
345454	1.312675	0	0
362141	1.310281	0	0
291356	1.308712	0	0
369058	1.307213	7	1
363152	1.304963	8.5	2
369064	1.302719	0	0
372477	1.299019	0	0
367523	1.29887	0	0
368342	1.297824	6.5	1
371889	1.293658	10	1
284271	1.292215	0	0
331836	1.291825	6.62	13
371779	1.290099	0	0
372906	1.290051	7	1
366630	1.289926	5.5	2
372511	1.289291	0	0
371068	1.289167	8.25	2
373433	1.288931	0	0
324807	1.285972	2.94	8
372855	1.283293	0	0
363085	1.281751	10	1
332083	1.280305	5	1
369165	1.277415	0	0
373804	1.27643	0	0
310568	1.27546	5.5	3
359805	1.274997	4.64	7
372252	1.273915	0.5	1
334557	1.27195	8	1
365118	1.26785	0	0
372336	1.267231	0	0
370651	1.265638	6	1
370680	1.26453	0	0
372470	1.263488	0	0
370984	1.262042	0	0
370854	1.260833	2	1
365045	1.25963	0	0
367540	1.249708	6.5	1
372490	1.24902	0	0
354785	1.247833	0	0
372017	1.247537	0	0
357600	1.24298	6.5	1
370822	1.242753	0	0
362876	1.242114	7.25	2
372944	1.241182	0	0
369749	1.240811	9.5	1
370815	1.23989	8.5	2
371690	1.238832	0	0
348537	1.235222	6.71	12
370925	1.233987	8.25	2
369927	1.232701	5	2
359171	1.232472	0	0
357400	1.232253	9.33	3
370835	1.231367	0	0
371003	1.23088	10	1
371492	1.229821	9	2
370685	1.227957	7.5	1
263486	1.370731	0	0
260658	1.370704	0	0
280946	1.370703	0	0
356183	1.37027	0	0
360909	1.369486	10	1
347386	1.36892	0	0
369057	1.364815	0	0
301502	1.363585	0	0
339259	1.362274	0.5	1
215059	1.362262	0	0
372828	1.362025	0	0
326285	1.361593	0	0
353569	1.360382	0	0
317560	1.360168	0	0
363486	1.360138	6.5	2
370460	1.359643	0	0
327437	1.358776	0	0
300672	1.358398	0	0
333370	1.358204	0	0
336810	1.358181	0	0
344034	1.358164	0	0
291984	1.358069	3.5	1
291328	1.357381	0	0
340275	1.356989	6	1
320683	1.356345	0	0
348656	1.356006	0	0
373285	1.355935	9	1
333676	1.352685	0	0
302152	1.352203	0	0
344036	1.350225	0	0
320413	1.34949	0	0
373758	1.3488	0	0
360389	1.348465	0	0
325150	1.347803	0	0
79355	1.347471	0	0
334543	1.347442	0	0
349200	1.347207	0	0
356889	1.345082	0	0
367538	1.343907	6	1
373627	1.34374	0	0
157443	1.34361	10	1
315666	1.341684	0	0
329992	1.341457	3	1
352548	1.340784	0	0
351454	1.340421	0	0
353571	1.338702	0	0
352025	1.338082	6.2	5
324017	1.337727	0	0
341852	1.337342	0	0
358395	1.337336	0	0
353170	1.337204	0	0
350600	1.337158	0	0
372689	1.336968	0	0
366885	1.336792	10	1
371874	1.336591	0	0
270780	1.336139	0	0
349740	1.335836	0	0
302808	1.335824	0	0
290079	1.335057	0	0
317091	1.33505	0	1
343411	1.191618	0	0
371916	1.191421	0	0
371910	1.191016	0	0
371695	1.190908	0	0
348150	1.190836	0	0
360604	1.189611	5.25	4
369982	1.189549	0	0
372412	1.18953	0	0
369235	1.189405	0	0
367513	1.189148	0	0
366784	1.189075	0	0
372488	1.188167	0	0
366881	1.186475	0	0
371862	1.186396	0	0
371015	1.185979	0	0
357599	1.185805	0	0
346616	1.185739	0	0
365477	1.185451	0	0
370260	1.185378	0	0
371908	1.185176	0	0
371927	1.185165	0	0
348325	1.185117	0	0
371082	1.184435	0	0
371511	1.182616	0	0
369665	1.182328	0	0
370334	1.180184	0	0
372720	1.180063	0	0
362620	1.179438	7.5	1
362383	1.175635	0	0
372355	1.175427	0	0
333871	1.175262	0	0
336681	1.175184	0.5	1
372449	1.17516	0	0
370902	1.174863	0	0
371592	1.174261	0	0
372049	1.173722	0	0
369359	1.173616	0	0
361751	1.173141	0	0
370381	1.172774	0	0
372097	1.172465	0	0
371801	1.171838	0	0
372665	1.171445	0	0
371467	1.170657	0	0
324183	1.170338	0	0
370523	1.170092	0	0
373630	1.16977	0	0
370642	1.169098	0	0
269585	1.168843	0	0
369063	1.16634	0	0
369533	1.1663	9	3
373977	1.1661	0	0
370641	1.164382	0	0
372211	1.164373	0	0
368836	1.164272	0	0
372945	1.164059	0	0
372583	1.163887	0	0
370361	1.16348	0	0
371195	1.163158	10	1
370784	1.1628	0	0
369014	1.160558	7	1
363185	1.160311	0	0
371942	1.15963	0	0
372318	1.159468	0	0
355066	1.159329	0	0
370152	1.158248	0	0
370535	1.158136	8	1
371634	1.156754	0	0
372939	1.156724	3	1
325758	1.156645	0	0
371229	1.156555	0	0
371384	1.156405	8	1
370731	1.155871	0	0
370964	1.155701	0	0
373927	1.1556	0	0
370526	1.155025	0	0
364761	1.155	6	1
369415	1.154552	7.5	1
371519	1.154515	0	0
372345	1.153706	0	0
349197	1.1529	6.5	3
284271	1.292215	0	0
371743	1.291981	0	0
363992	1.291922	0	0
331836	1.291825	6.62	13
32471	1.291436	0	0
371779	1.290099	0	0
372906	1.290051	7	1
366630	1.289926	5.5	2
371445	1.289882	0	0
372511	1.289291	0	0
371068	1.289167	8.25	2
373433	1.288931	0	0
325373	1.288886	0	0
324807	1.285972	2.94	8
352806	1.285095	0	0
365958	1.284753	0	0
296271	1.28455	0	0
372855	1.283293	0	0
367220	1.282815	0	0
272787	1.282807	0	0
363085	1.281751	10	1
356182	1.280912	0	0
370042	1.280905	0	0
359372	1.280902	0	0
364780	1.280902	0	0
368629	1.280902	0	0
346238	1.280899	0	0
356181	1.280899	0	0
359117	1.280899	0	0
356270	1.280899	0	0
356272	1.280899	0	0
367915	1.280893	0	0
332083	1.280305	5	1
369165	1.277415	0	0
373804	1.27643	0	0
310568	1.27546	5.5	3
359805	1.274997	4.64	7
372252	1.273915	0.5	1
334557	1.27195	8	1
365118	1.26785	0	0
370234	1.135132	0	0
371074	1.134228	0	0
369721	1.133802	0	0
367417	1.132683	0	0
372487	1.132317	9.5	1
291863	1.13215	0	0
333981	1.13162	0	0
336759	1.131547	0	0
370695	1.131317	0	0
366455	1.130295	0	0
370069	1.130099	0	0
327253	1.129466	0	0
372708	1.129029	0	0
357405	1.129026	0	0
370762	1.128888	0	0
369514	1.128887	0	0
370824	1.12863	0	0
370578	1.128384	0	0
370949	1.128127	5.5	1
371189	1.127997	0	0
370578	1.128384	0	0
370949	1.128127	5.5	1
371189	1.127997	0	0
323561	1.127921	0	0
370479	1.127525	8	1
372075	1.127438	7	1
369865	1.127354	8	1
361524	1.127188	0	0
369124	1.127057	0	0
365397	1.12703	0	0
366390	1.126656	0	0
370701	1.126646	0	0
369326	1.126645	0	0
75619	1.126627	10	1
368585	1.126484	4	1
342061	1.126347	0	0
372119	1.125618	8.5	1
366232	1.125563	4.75	2
371153	1.125551	8	1
372122	1.125472	0	0
369588	1.124253	0	0
371490	1.123705	9.5	1
370358	1.123469	0	0
370344	1.123101	0	0
370097	1.122659	0	0
365651	1.122528	0	0
373244	1.122246	0	0
368025	1.12064	0	0
370982	1.120511	0	0
371046	1.119995	0	0
370980	1.119292	8	3
370990	1.119182	0	0
372390	1.119173	0	0
371879	1.119116	0	0
368374	1.118941	4	1
363484	1.117855	6.5	1
320004	1.117845	7	1
358922	1.117666	0	0
371553	1.116759	10	2
369764	1.115369	0	0
366617	1.11432	0	0
369912	1.113589	6.5	2
354301	1.113561	0	0
371142	1.113461	0	0
369690	1.111768	7.5	1
370525	1.111609	0	0
370067	1.111191	0	0
370080	1.10981	8	1
373895	1.1096	0	0
357422	1.109597	0	0
371572	1.108238	0	0
364748	1.108095	0	0
359807	1.107938	0	0
357868	1.107604	0	0
369385	1.106552	0	0
372709	1.106238	0	0
365762	1.10462	7.5	1
370553	1.104386	0	0
373213	1.104246	0	0
370558	1.103612	0	0
373067	1.195158	6	2
372126	1.193884	0	0
372006	1.192384	0	0
373857	1.192	0	0
373860	1.192	0	0
371242	1.1918	0	0
343411	1.191618	0	0
371916	1.191421	0	0
371910	1.191016	0	0
371695	1.190908	0	0
348150	1.190836	0	0
360604	1.189611	5.25	4
369982	1.189549	0	0
372412	1.18953	0	0
367513	1.189148	0	0
366784	1.189075	0	0
372488	1.188167	0	0
366881	1.186475	0	0
371862	1.186396	0	0
371015	1.185979	0	0
357599	1.185805	0	0
346616	1.185739	0	0
365477	1.185451	0	0
370260	1.185378	0	0
371908	1.185176	0	0
371927	1.185165	0	0
348325	1.185117	0	0
371082	1.184435	0	0
371511	1.182616	0	0
369665	1.182328	0	0
370334	1.180184	0	0
372720	1.180063	0	0
362620	1.179438	7.5	1
362383	1.175635	0	0
372355	1.175427	0	0
333871	1.175262	0	0
336681	1.175184	0.5	1
372449	1.17516	0	0
370902	1.174863	0	0
371592	1.174261	0	0
372049	1.173722	0	0
369359	1.173616	0	0
361751	1.173141	0	0
370381	1.172774	0	0
372097	1.172465	0	0
371801	1.171838	0	0
372665	1.171445	0	0
371467	1.170657	0	0
324183	1.170338	0	0
370523	1.170092	0	0
373630	1.16977	0	0
370642	1.169098	0	0
269585	1.168843	0	0
369063	1.16634	0	0
369533	1.1663	9	3
373977	1.1661	0	0
370641	1.164382	0	0
372211	1.164373	0	0
368836	1.164272	0	0
372945	1.164059	0	0
369675	1.076645	0	0
369759	1.076645	0	0
369327	1.076645	0	0
369949	1.076216	8	1
373838	1.075	0	0
370128	1.074399	0	0
366888	1.074391	0	0
366513	1.070138	0	0
369239	1.070057	0	0
369228	1.070056	0	0
369230	1.070017	4	5
370621	1.070016	0	0
369233	1.070016	0	0
369242	1.070016	0	0
368573	1.070016	0	0
368380	1.070016	0	0
372368	1.068202	0	0
359294	1.05933	0	0
369605	1.045579	0	0
291290	1.039663	6	3
369373	1.031617	0	0
340194	1.022584	7.5	1
229823	1.014661	5.25	2
368389	1.009112	7	1
345908	1.002775	7	1
269592	1.00153	0	0
371002	1.0008	0	0
40409	1.000687	0	0
324450	1.000305	0	0
370482	1.000089	0	0
373979	1	5	1
373981	1	9.5	1
374020	1	0	0
374023	1	0	0
374003	1	0	0
374070	1	0	0
374057	1	0	0
374060	1	0	0
374074	1	0	0
