332502	4.350454	3.3	28
325173	2.798684	4.96	14
370646	2.286356	9.5	2
180863	2.087611	1.38	4
122644	1.95706	0	1
327040	1.946389	2.63	4
255160	1.909279	5.5	1
291270	1.893948	5.27	11
299687	1.692421	6.44	9
323675	1.660915	8	6
324560	1.598212	0	0
300671	1.565284	5.5	2
322548	1.532592	2	1
320147	1.531112	8	1
159822	1.526379	3.25	2
168098	1.513917	0	0
281327	1.510911	4.25	2
301348	1.50673	5.25	2
333674	1.499608	0	0
370787	1.484267	0	0
364468	1.482829	0	0
371741	1.474994	0	0
320733	1.472218	0	0
344027	1.470739	0	0
366654	1.469289	0	0
339526	1.468983	0	0
291449	1.463405	0	0
358243	1.456453	0	0
352084	1.456125	0	0
344032	1.449736	0	0
186759	1.447205	0	0
319301	1.444836	0	0
321757	1.443565	0	0
280617	1.44063	0	0
263508	1.440325	0	0
333354	1.440223	3.25	2
315853	1.439229	0	0
262494	1.438384	10	1
340374	1.437771	0	0
272676	1.437178	0	0
326285	1.361593	0	0
353569	1.360382	0	0
317560	1.360168	0	0
370460	1.359643	0	0
327437	1.358776	0	0
344034	1.358164	0	0
291984	1.358069	3.5	1
291328	1.357381	0	0
320683	1.356345	0	0
302152	1.352203	0	0
344036	1.350225	0	0
320413	1.34949	0	0
325150	1.347803	0	0
356889	1.345082	0	0
373627	1.34374	0	0
329992	1.341457	3	1
351454	1.340421	0	0
353571	1.338702	0	0
324017	1.337727	0	0
341852	1.337342	0	0
351744	1.408161	10	1
329440	1.407241	0	0
338189	1.405045	0	0
336354	1.403197	10	1
349108	1.399967	0	0
360799	1.397534	0	0
350175	1.397265	0	0
263504	1.396633	0	0
369094	1.396457	0	0
344024	1.395915	0	0
300665	1.395516	0	0
339927	1.395079	0	0
270776	1.394719	0	0
280945	1.394716	0	0
273878	1.391266	0	0
366925	1.391006	0	0
355168	1.390739	0	0
321679	1.390483	0	0
280173	1.390216	0	0
326381	1.386493	0	0
324515	1.386333	0	0
280049	1.386031	0	0
260625	1.385745	0	0
273872	1.385718	0	0
344025	1.383865	0	0
339397	1.380416	1	1
280167	1.379837	0	0
340481	1.379329	0	0
334517	1.379296	0	0
359053	1.376985	0	0
317640	1.376239	0	0
357308	1.375461	0	0
315649	1.374541	0	0
324465	1.374095	7.5	1
349204	1.37259	0	0
362676	1.371702	0	0
363313	1.371359	0	0
368589	1.371241	0	0
370629	1.37124	0	0
280953	1.371128	0	0
263506	1.371127	0	0
351360	1.370834	0	0
345907	1.370833	0	0
280146	1.370734	0	0
263486	1.370731	0	0
260658	1.370704	0	0
280946	1.370703	0	0
356183	1.37027	0	0
347386	1.36892	0	0
301502	1.363585	0	0
339259	1.362274	0.5	1
215059	1.362262	0	0
326285	1.361593	0	0
353569	1.360382	0	0
317560	1.360168	0	0
370460	1.359643	0	0
327437	1.358776	0	0
300672	1.358398	0	0
333370	1.358204	0	0
336810	1.358181	0	0
344034	1.358164	0	0
291984	1.358069	3.5	1
291328	1.357381	0	0
320683	1.356345	0	0
348656	1.356006	0	0
333676	1.352685	0	0
302152	1.352203	0	0
344036	1.350225	0	0
320413	1.34949	0	0
360389	1.348465	0	0
325150	1.347803	0	0
79355	1.347471	0	0
334543	1.347442	0	0
349200	1.347207	0	0
356889	1.345082	0	0
373627	1.34374	0	0
315666	1.341684	0	0
329992	1.341457	3	1
352548	1.340784	0	0
351454	1.340421	0	0
353571	1.338702	0	0
324017	1.337727	0	0
341852	1.337342	0	0
358395	1.337336	0	0
353170	1.337204	0	0
350600	1.337158	0	0
270780	1.336139	0	0
349740	1.335836	0	0
302808	1.335824	0	0
290079	1.335057	0	0
317091	1.33505	0	1
373960	1.3349	0	0
332283	1.334574	0	0
363056	1.33457	0	0
356184	1.334325	0	0
342424	1.33415	0	0
347601	1.334041	0	0
354300	1.33392	0	0
280152	1.333263	0	0
342344	1.333218	0	0
369669	1.11098	0	0
373945	1.1083	0	0
371914	1.106209	0	0
368590	1.106176	0	0
370788	1.106033	0	0
373072	1.086024	0	0
369860	1.084067	0	0
371618	1.081529	0	0
331962	1.055957	0	0
330333	1.006836	0	0
354287	1.000453	0	0
317943	1.00009	0	0
354297	1.000005	0	0
374088	1	0	0
366977	1.31892	0	0
356586	1.31892	0	0
347197	1.31889	0	0
332872	1.318428	1	1
371182	1.318315	0	0
353573	1.31819	0	0
366644	1.308323	0	0
370765	1.307678	0	0
323262	1.304088	0	0
296360	1.302645	0	0
368031	1.298251	0	0
325148	1.298208	0	0
351474	1.295899	0	0
325789	1.294018	0	0
371743	1.291981	0	0
363992	1.291922	0	0
32471	1.291436	0	0
371445	1.289882	0	0
325373	1.288886	0	0
352806	1.285095	0	0
367220	1.282815	0	0
272787	1.282807	0	0
356182	1.280912	0	0
370042	1.280905	0	0
364780	1.280902	0	0
359372	1.280902	0	0
368629	1.280902	0	0
346238	1.280899	0	0
356181	1.280899	0	0
359117	1.280899	0	0
356270	1.280899	0	0
356272	1.280899	0	0
367915	1.280893	0	0
372756	1.261481	0	0
370365	1.239386	9	1
308409	1.231532	0	0
302528	1.227316	8	2
357786	1.225052	0	0
333675	1.224928	0	0
335766	1.205506	0	0
276905	1.194275	0	1
361255	1.182676	0	0
364160	1.177731	0	0
368230	1.175713	0	0
370076	1.171884	10	1
348236	1.171422	0	0
365187	1.170195	8.5	1
367179	1.167735	0	0
370133	1.166587	0	0
368006	1.166446	0	0
367756	1.164835	0	0
337708	1.164665	8	1
335777	1.163772	10	1
363969	1.162224	0	0
344528	1.160086	10	1
369773	1.159438	0	0
369464	1.15905	0	0
372288	1.157011	7.5	1
371181	1.155593	0	0
372058	1.155198	0	0
370765	1.307678	0	0
323262	1.304088	0	0
296360	1.302645	0	0
368031	1.298251	0	0
325148	1.298208	0	0
351474	1.295899	0	0
325789	1.294018	0	0
371743	1.291981	0	0
363992	1.291922	0	0
32471	1.291436	0	0
371445	1.289882	0	0
325373	1.288886	0	0
352806	1.285095	0	0
365958	1.284753	0	0
296271	1.28455	0	0
367220	1.282815	0	0
272787	1.282807	0	0
356182	1.280912	0	0
370042	1.280905	0	0
368629	1.280902	0	0
368590	1.106176	0	0
370788	1.106033	0	0
330333	1.006836	0	0
354287	1.000453	0	0
317943	1.00009	0	0
354297	1.000005	0	0
374088	1	0	0
